,feature_types,genome,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensemble_id
ENSG00000286293.1,Gene Expression,GRCh38,False,ENSG00000286293.1,NCBITaxon:9606,gene,4140,lncRNA,ENSG00000286293
ENSG00000286294.2,Gene Expression,GRCh38,False,ENSG00000286294.2,NCBITaxon:9606,gene,1234,lncRNA,ENSG00000286294
ENSG00000286295.1,Gene Expression,GRCh38,False,ENSG00000286295.1,NCBITaxon:9606,gene,3009,lncRNA,ENSG00000286295
ENSG00000286296.1,Gene Expression,GRCh38,False,ENSG00000286296.1,NCBITaxon:9606,gene,1185,lncRNA,ENSG00000286296
ENSG00000286297.1,Gene Expression,GRCh38,False,ENSG00000286297.1,NCBITaxon:9606,gene,786,lncRNA,ENSG00000286297
ENSG00000286299.1,Gene Expression,GRCh38,False,ENSG00000286299.1,NCBITaxon:9606,gene,2308,lncRNA,ENSG00000286299
ENSG00000286300.1,Gene Expression,GRCh38,False,ENSG00000286300.1,NCBITaxon:9606,gene,1940,lncRNA,ENSG00000286300
ENSG00000286301.1,Gene Expression,GRCh38,False,ENSG00000286301.1,NCBITaxon:9606,gene,3196,lncRNA,ENSG00000286301
ENSG00000286302.1,Gene Expression,GRCh38,False,ENSG00000286302.1,NCBITaxon:9606,gene,1388,lncRNA,ENSG00000286302
ENSG00000286303.1,Gene Expression,GRCh38,False,ENSG00000286303.1,NCBITaxon:9606,gene,343,lncRNA,ENSG00000286303
ENSG00000286305.1,Gene Expression,GRCh38,False,ENSG00000286305.1,NCBITaxon:9606,gene,3000,lncRNA,ENSG00000286305
ENSG00000286306.1,Gene Expression,GRCh38,False,ENSG00000286306.1,NCBITaxon:9606,gene,598,lncRNA,ENSG00000286306
ENSG00000286307.1,Gene Expression,GRCh38,False,ENSG00000286307.1,NCBITaxon:9606,gene,2514,lncRNA,ENSG00000286307
ENSG00000286308.1,Gene Expression,GRCh38,False,ENSG00000286308.1,NCBITaxon:9606,gene,1079,lncRNA,ENSG00000286308
ENSG00000286309.1,Gene Expression,GRCh38,False,ENSG00000286309.1,NCBITaxon:9606,gene,631,lncRNA,ENSG00000286309
ENSG00000286310.1,Gene Expression,GRCh38,False,ENSG00000286310.1,NCBITaxon:9606,gene,708,lncRNA,ENSG00000286310
ENSG00000286311.1,Gene Expression,GRCh38,False,ENSG00000286311.1,NCBITaxon:9606,gene,1479,lncRNA,ENSG00000286311
ENSG00000286312.1,Gene Expression,GRCh38,False,ENSG00000286312.1,NCBITaxon:9606,gene,867,lncRNA,ENSG00000286312
ENSG00000286313.2,Gene Expression,GRCh38,False,ENSG00000286313.2,NCBITaxon:9606,gene,1438,lncRNA,ENSG00000286313
ENSG00000286314.1,Gene Expression,GRCh38,False,ENSG00000286314.1,NCBITaxon:9606,gene,3033,lncRNA,ENSG00000286314
ENSG00000286315.1,Gene Expression,GRCh38,False,ENSG00000286315.1,NCBITaxon:9606,gene,1809,lncRNA,ENSG00000286315
ENSG00000286316.1,Gene Expression,GRCh38,False,ENSG00000286316.1,NCBITaxon:9606,gene,548,lncRNA,ENSG00000286316
ENSG00000286317.1,Gene Expression,GRCh38,False,ENSG00000286317.1,NCBITaxon:9606,gene,962,lncRNA,ENSG00000286317
ENSG00000286318.1,Gene Expression,GRCh38,False,ENSG00000286318.1,NCBITaxon:9606,gene,1814,lncRNA,ENSG00000286318
ENSG00000286319.1,Gene Expression,GRCh38,False,ENSG00000286319.1,NCBITaxon:9606,gene,2138,lncRNA,ENSG00000286319
ENSG00000286320.2,Gene Expression,GRCh38,False,ENSG00000286320.2,NCBITaxon:9606,gene,2254,lncRNA,ENSG00000286320
ENSG00000286321.1,Gene Expression,GRCh38,False,ENSG00000286321.1,NCBITaxon:9606,gene,577,lncRNA,ENSG00000286321
ENSG00000286322.2,Gene Expression,GRCh38,False,ENSG00000286322.2,NCBITaxon:9606,gene,855,lncRNA,ENSG00000286322
ENSG00000286323.1,Gene Expression,GRCh38,False,ENSG00000286323.1,NCBITaxon:9606,gene,729,lncRNA,ENSG00000286323
ENSG00000286324.2,Gene Expression,GRCh38,False,ENSG00000286324.2,NCBITaxon:9606,gene,1289,lncRNA,ENSG00000286324
ENSG00000286325.1,Gene Expression,GRCh38,False,ENSG00000286325.1,NCBITaxon:9606,gene,730,lncRNA,ENSG00000286325
ENSG00000286326.1,Gene Expression,GRCh38,False,ENSG00000286326.1,NCBITaxon:9606,gene,1383,lncRNA,ENSG00000286326
ENSG00000286327.1,Gene Expression,GRCh38,False,ENSG00000286327.1,NCBITaxon:9606,gene,3341,lncRNA,ENSG00000286327
ENSG00000286328.1,Gene Expression,GRCh38,False,ENSG00000286328.1,NCBITaxon:9606,gene,1257,lncRNA,ENSG00000286328
ENSG00000286329.2,Gene Expression,GRCh38,False,ENSG00000286329.2,NCBITaxon:9606,gene,1342,lncRNA,ENSG00000286329
ENSG00000286330.1,Gene Expression,GRCh38,False,ENSG00000286330.1,NCBITaxon:9606,gene,2867,lncRNA,ENSG00000286330
ENSG00000286331.1,Gene Expression,GRCh38,False,ENSG00000286331.1,NCBITaxon:9606,gene,504,lncRNA,ENSG00000286331
ENSG00000286332.1,Gene Expression,GRCh38,False,ENSG00000286332.1,NCBITaxon:9606,gene,3138,lncRNA,ENSG00000286332
ENSG00000286333.1,Gene Expression,GRCh38,False,ENSG00000286333.1,NCBITaxon:9606,gene,2308,lncRNA,ENSG00000286333
ENSG00000286334.1,Gene Expression,GRCh38,False,ENSG00000286334.1,NCBITaxon:9606,gene,600,lncRNA,ENSG00000286334
ENSG00000286335.1,Gene Expression,GRCh38,False,ENSG00000286335.1,NCBITaxon:9606,gene,797,lncRNA,ENSG00000286335
ENSG00000286337.1,Gene Expression,GRCh38,False,ENSG00000286337.1,NCBITaxon:9606,gene,617,lncRNA,ENSG00000286337
ENSG00000286338.1,Gene Expression,GRCh38,False,ENSG00000286338.1,NCBITaxon:9606,gene,1274,lncRNA,ENSG00000286338
ENSG00000286339.1,Gene Expression,GRCh38,False,ENSG00000286339.1,NCBITaxon:9606,gene,906,lncRNA,ENSG00000286339
ENSG00000286340.3,Gene Expression,GRCh38,False,ENSG00000286340.3,NCBITaxon:9606,gene,1283,lncRNA,ENSG00000286340
ENSG00000286341.1,Gene Expression,GRCh38,False,ENSG00000286341.1,NCBITaxon:9606,gene,2043,lncRNA,ENSG00000286341
ENSG00000286342.3,Gene Expression,GRCh38,False,ENSG00000286342.3,NCBITaxon:9606,gene,1046,lncRNA,ENSG00000286342
ENSG00000286343.1,Gene Expression,GRCh38,False,ENSG00000286343.1,NCBITaxon:9606,gene,580,lncRNA,ENSG00000286343
ENSG00000286344.1,Gene Expression,GRCh38,False,ENSG00000286344.1,NCBITaxon:9606,gene,600,lncRNA,ENSG00000286344
ENSG00000286345.1,Gene Expression,GRCh38,False,ENSG00000286345.1,NCBITaxon:9606,gene,699,lncRNA,ENSG00000286345
ENSG00000286346.1,Gene Expression,GRCh38,False,ENSG00000286346.1,NCBITaxon:9606,gene,2111,lncRNA,ENSG00000286346
ENSG00000286347.1,Gene Expression,GRCh38,False,ENSG00000286347.1,NCBITaxon:9606,gene,1958,lncRNA,ENSG00000286347
ENSG00000286348.1,Gene Expression,GRCh38,False,ENSG00000286348.1,NCBITaxon:9606,gene,5848,lncRNA,ENSG00000286348
ENSG00000286349.1,Gene Expression,GRCh38,False,ENSG00000286349.1,NCBITaxon:9606,gene,1293,lncRNA,ENSG00000286349
ENSG00000286350.1,Gene Expression,GRCh38,False,ENSG00000286350.1,NCBITaxon:9606,gene,705,lncRNA,ENSG00000286350
ENSG00000286351.2,Gene Expression,GRCh38,False,ENSG00000286351.2,NCBITaxon:9606,gene,423,lncRNA,ENSG00000286351
ENSG00000286352.1,Gene Expression,GRCh38,False,ENSG00000286352.1,NCBITaxon:9606,gene,465,lncRNA,ENSG00000286352
ENSG00000286353.1,Gene Expression,GRCh38,False,ENSG00000286353.1,NCBITaxon:9606,gene,2054,lncRNA,ENSG00000286353
ENSG00000286354.1,Gene Expression,GRCh38,False,ENSG00000286354.1,NCBITaxon:9606,gene,513,lncRNA,ENSG00000286354
ENSG00000286355.1,Gene Expression,GRCh38,False,ENSG00000286355.1,NCBITaxon:9606,gene,2000,lncRNA,ENSG00000286355
ENSG00000286356.1,Gene Expression,GRCh38,False,ENSG00000286356.1,NCBITaxon:9606,gene,539,lncRNA,ENSG00000286356
ENSG00000286357.1,Gene Expression,GRCh38,False,ENSG00000286357.1,NCBITaxon:9606,gene,375,lncRNA,ENSG00000286357
ENSG00000286358.1,Gene Expression,GRCh38,False,ENSG00000286358.1,NCBITaxon:9606,gene,1852,lncRNA,ENSG00000286358
ENSG00000286359.1,Gene Expression,GRCh38,False,ENSG00000286359.1,NCBITaxon:9606,gene,658,lncRNA,ENSG00000286359
ENSG00000286360.1,Gene Expression,GRCh38,False,ENSG00000286360.1,NCBITaxon:9606,gene,1200,lncRNA,ENSG00000286360
ENSG00000286361.1,Gene Expression,GRCh38,False,ENSG00000286361.1,NCBITaxon:9606,gene,431,lncRNA,ENSG00000286361
ENSG00000286362.1,Gene Expression,GRCh38,False,ENSG00000286362.1,NCBITaxon:9606,gene,1037,lncRNA,ENSG00000286362
ENSG00000286363.1,Gene Expression,GRCh38,False,ENSG00000286363.1,NCBITaxon:9606,gene,1001,lncRNA,ENSG00000286363
ENSG00000286364.1,Gene Expression,GRCh38,False,ENSG00000286364.1,NCBITaxon:9606,gene,2957,lncRNA,ENSG00000286364
ENSG00000286365.1,Gene Expression,GRCh38,False,ENSG00000286365.1,NCBITaxon:9606,gene,968,lncRNA,ENSG00000286365
ENSG00000286366.1,Gene Expression,GRCh38,False,ENSG00000286366.1,NCBITaxon:9606,gene,2006,lncRNA,ENSG00000286366
ENSG00000286367.1,Gene Expression,GRCh38,False,ENSG00000286367.1,NCBITaxon:9606,gene,964,lncRNA,ENSG00000286367
ENSG00000286368.1,Gene Expression,GRCh38,False,ENSG00000286368.1,NCBITaxon:9606,gene,583,lncRNA,ENSG00000286368
ENSG00000286369.2,Gene Expression,GRCh38,False,ENSG00000286369.2,NCBITaxon:9606,gene,543,lncRNA,ENSG00000286369
ENSG00000286370.1,Gene Expression,GRCh38,False,ENSG00000286370.1,NCBITaxon:9606,gene,1036,lncRNA,ENSG00000286370
ENSG00000286371.1,Gene Expression,GRCh38,False,ENSG00000286371.1,NCBITaxon:9606,gene,1083,lncRNA,ENSG00000286371
ENSG00000286372.1,Gene Expression,GRCh38,False,ENSG00000286372.1,NCBITaxon:9606,gene,835,lncRNA,ENSG00000286372
ENSG00000286373.1,Gene Expression,GRCh38,False,ENSG00000286373.1,NCBITaxon:9606,gene,2205,lncRNA,ENSG00000286373
ENSG00000286374.1,Gene Expression,GRCh38,False,ENSG00000286374.1,NCBITaxon:9606,gene,1173,lncRNA,ENSG00000286374
ENSG00000286375.1,Gene Expression,GRCh38,False,ENSG00000286375.1,NCBITaxon:9606,gene,1133,lncRNA,ENSG00000286375
ENSG00000286376.1,Gene Expression,GRCh38,False,ENSG00000286376.1,NCBITaxon:9606,gene,3388,lncRNA,ENSG00000286376
ENSG00000286377.1,Gene Expression,GRCh38,False,ENSG00000286377.1,NCBITaxon:9606,gene,1557,lncRNA,ENSG00000286377
ENSG00000286378.1,Gene Expression,GRCh38,False,ENSG00000286378.1,NCBITaxon:9606,gene,3414,lncRNA,ENSG00000286378
ENSG00000286379.1,Gene Expression,GRCh38,False,ENSG00000286379.1,NCBITaxon:9606,gene,4878,lncRNA,ENSG00000286379
ENSG00000286380.3,Gene Expression,GRCh38,False,ENSG00000286380.3,NCBITaxon:9606,gene,864,lncRNA,ENSG00000286380
ENSG00000286382.1,Gene Expression,GRCh38,False,ENSG00000286382.1,NCBITaxon:9606,gene,458,lncRNA,ENSG00000286382
ENSG00000286383.2,Gene Expression,GRCh38,False,ENSG00000286383.2,NCBITaxon:9606,gene,1011,lncRNA,ENSG00000286383
ENSG00000286384.1,Gene Expression,GRCh38,False,ENSG00000286384.1,NCBITaxon:9606,gene,1025,lncRNA,ENSG00000286384
ENSG00000286385.1,Gene Expression,GRCh38,False,ENSG00000286385.1,NCBITaxon:9606,gene,695,lncRNA,ENSG00000286385
ENSG00000286386.1,Gene Expression,GRCh38,False,ENSG00000286386.1,NCBITaxon:9606,gene,1923,lncRNA,ENSG00000286386
ENSG00000286387.1,Gene Expression,GRCh38,False,ENSG00000286387.1,NCBITaxon:9606,gene,2188,lncRNA,ENSG00000286387
ENSG00000286388.1,Gene Expression,GRCh38,False,ENSG00000286388.1,NCBITaxon:9606,gene,3302,lncRNA,ENSG00000286388
ENSG00000286389.2,Gene Expression,GRCh38,False,ENSG00000286389.2,NCBITaxon:9606,gene,3386,lncRNA,ENSG00000286389
ENSG00000286390.1,Gene Expression,GRCh38,False,ENSG00000286390.1,NCBITaxon:9606,gene,544,lncRNA,ENSG00000286390
ENSG00000286391.3,Gene Expression,GRCh38,False,ENSG00000286391.3,NCBITaxon:9606,gene,1525,lncRNA,ENSG00000286391
ENSG00000286393.1,Gene Expression,GRCh38,False,ENSG00000286393.1,NCBITaxon:9606,gene,1837,lncRNA,ENSG00000286393
ENSG00000286394.1,Gene Expression,GRCh38,False,ENSG00000286394.1,NCBITaxon:9606,gene,758,lncRNA,ENSG00000286394
ENSG00000286395.1,Gene Expression,GRCh38,False,ENSG00000286395.1,NCBITaxon:9606,gene,1366,lncRNA,ENSG00000286395
ENSG00000286397.1,Gene Expression,GRCh38,False,ENSG00000286397.1,NCBITaxon:9606,gene,956,lncRNA,ENSG00000286397
ENSG00000286398.1,Gene Expression,GRCh38,False,ENSG00000286398.1,NCBITaxon:9606,gene,342,lncRNA,ENSG00000286398
ENSG00000286399.1,Gene Expression,GRCh38,False,ENSG00000286399.1,NCBITaxon:9606,gene,303,lncRNA,ENSG00000286399
ENSG00000286400.1,Gene Expression,GRCh38,False,ENSG00000286400.1,NCBITaxon:9606,gene,1640,lncRNA,ENSG00000286400
ENSG00000286401.1,Gene Expression,GRCh38,False,ENSG00000286401.1,NCBITaxon:9606,gene,657,lncRNA,ENSG00000286401
ENSG00000286402.1,Gene Expression,GRCh38,False,ENSG00000286402.1,NCBITaxon:9606,gene,4425,lncRNA,ENSG00000286402
ENSG00000286403.1,Gene Expression,GRCh38,False,ENSG00000286403.1,NCBITaxon:9606,gene,2087,lncRNA,ENSG00000286403
ENSG00000286404.1,Gene Expression,GRCh38,False,ENSG00000286404.1,NCBITaxon:9606,gene,1437,lncRNA,ENSG00000286404
ENSG00000286405.1,Gene Expression,GRCh38,False,ENSG00000286405.1,NCBITaxon:9606,gene,918,lncRNA,ENSG00000286405
ENSG00000286407.1,Gene Expression,GRCh38,False,ENSG00000286407.1,NCBITaxon:9606,gene,640,lncRNA,ENSG00000286407
ENSG00000286408.1,Gene Expression,GRCh38,False,ENSG00000286408.1,NCBITaxon:9606,gene,829,lncRNA,ENSG00000286408
ENSG00000286409.2,Gene Expression,GRCh38,False,ENSG00000286409.2,NCBITaxon:9606,gene,1118,lncRNA,ENSG00000286409
ENSG00000286410.1,Gene Expression,GRCh38,False,ENSG00000286410.1,NCBITaxon:9606,gene,1674,lncRNA,ENSG00000286410
ENSG00000286411.1,Gene Expression,GRCh38,False,ENSG00000286411.1,NCBITaxon:9606,gene,2091,lncRNA,ENSG00000286411
ENSG00000286412.1,Gene Expression,GRCh38,False,ENSG00000286412.1,NCBITaxon:9606,gene,1852,lncRNA,ENSG00000286412
ENSG00000286413.1,Gene Expression,GRCh38,False,ENSG00000286413.1,NCBITaxon:9606,gene,556,lncRNA,ENSG00000286413
ENSG00000286414.1,Gene Expression,GRCh38,False,ENSG00000286414.1,NCBITaxon:9606,gene,1445,lncRNA,ENSG00000286414
ENSG00000286415.1,Gene Expression,GRCh38,False,ENSG00000286415.1,NCBITaxon:9606,gene,2045,lncRNA,ENSG00000286415
ENSG00000286416.1,Gene Expression,GRCh38,False,ENSG00000286416.1,NCBITaxon:9606,gene,3923,lncRNA,ENSG00000286416
ENSG00000286417.1,Gene Expression,GRCh38,False,ENSG00000286417.1,NCBITaxon:9606,gene,691,lncRNA,ENSG00000286417
ENSG00000286418.1,Gene Expression,GRCh38,False,ENSG00000286418.1,NCBITaxon:9606,gene,1941,lncRNA,ENSG00000286418
ENSG00000286419.1,Gene Expression,GRCh38,False,ENSG00000286419.1,NCBITaxon:9606,gene,901,lncRNA,ENSG00000286419
ENSG00000286420.1,Gene Expression,GRCh38,False,ENSG00000286420.1,NCBITaxon:9606,gene,792,lncRNA,ENSG00000286420
ENSG00000286421.1,Gene Expression,GRCh38,False,ENSG00000286421.1,NCBITaxon:9606,gene,1297,lncRNA,ENSG00000286421
ENSG00000286422.2,Gene Expression,GRCh38,False,ENSG00000286422.2,NCBITaxon:9606,gene,1323,lncRNA,ENSG00000286422
ENSG00000286423.1,Gene Expression,GRCh38,False,ENSG00000286423.1,NCBITaxon:9606,gene,2702,lncRNA,ENSG00000286423
ENSG00000286424.1,Gene Expression,GRCh38,False,ENSG00000286424.1,NCBITaxon:9606,gene,1391,lncRNA,ENSG00000286424
ENSG00000286425.1,Gene Expression,GRCh38,False,ENSG00000286425.1,NCBITaxon:9606,gene,2512,lncRNA,ENSG00000286425
ENSG00000286426.1,Gene Expression,GRCh38,False,ENSG00000286426.1,NCBITaxon:9606,gene,812,lncRNA,ENSG00000286426
ENSG00000286427.1,Gene Expression,GRCh38,False,ENSG00000286427.1,NCBITaxon:9606,gene,1796,lncRNA,ENSG00000286427
ENSG00000286428.1,Gene Expression,GRCh38,False,ENSG00000286428.1,NCBITaxon:9606,gene,2704,lncRNA,ENSG00000286428
ENSG00000286429.1,Gene Expression,GRCh38,False,ENSG00000286429.1,NCBITaxon:9606,gene,1206,lncRNA,ENSG00000286429
ENSG00000286430.1,Gene Expression,GRCh38,False,ENSG00000286430.1,NCBITaxon:9606,gene,820,lncRNA,ENSG00000286430
ENSG00000286431.1,Gene Expression,GRCh38,False,ENSG00000286431.1,NCBITaxon:9606,gene,3009,lncRNA,ENSG00000286431
ENSG00000286432.1,Gene Expression,GRCh38,False,ENSG00000286432.1,NCBITaxon:9606,gene,967,lncRNA,ENSG00000286432
ENSG00000286433.1,Gene Expression,GRCh38,False,ENSG00000286433.1,NCBITaxon:9606,gene,1471,lncRNA,ENSG00000286433
ENSG00000286434.1,Gene Expression,GRCh38,False,ENSG00000286434.1,NCBITaxon:9606,gene,556,lncRNA,ENSG00000286434
ENSG00000286435.1,Gene Expression,GRCh38,False,ENSG00000286435.1,NCBITaxon:9606,gene,1233,lncRNA,ENSG00000286435
ENSG00000286436.1,Gene Expression,GRCh38,False,ENSG00000286436.1,NCBITaxon:9606,gene,1050,lncRNA,ENSG00000286436
ENSG00000286437.1,Gene Expression,GRCh38,False,ENSG00000286437.1,NCBITaxon:9606,gene,1512,lncRNA,ENSG00000286437
ENSG00000286438.1,Gene Expression,GRCh38,False,ENSG00000286438.1,NCBITaxon:9606,gene,1928,lncRNA,ENSG00000286438
ENSG00000286439.1,Gene Expression,GRCh38,False,ENSG00000286439.1,NCBITaxon:9606,gene,1648,lncRNA,ENSG00000286439
ENSG00000286440.1,Gene Expression,GRCh38,False,ENSG00000286440.1,NCBITaxon:9606,gene,620,lncRNA,ENSG00000286440
ENSG00000286441.1,Gene Expression,GRCh38,False,ENSG00000286441.1,NCBITaxon:9606,gene,545,lncRNA,ENSG00000286441
ENSG00000286442.1,Gene Expression,GRCh38,False,ENSG00000286442.1,NCBITaxon:9606,gene,1460,lncRNA,ENSG00000286442
ENSG00000286443.1,Gene Expression,GRCh38,False,ENSG00000286443.1,NCBITaxon:9606,gene,1171,lncRNA,ENSG00000286443
ENSG00000286444.1,Gene Expression,GRCh38,False,ENSG00000286444.1,NCBITaxon:9606,gene,1011,lncRNA,ENSG00000286444
ENSG00000286445.1,Gene Expression,GRCh38,False,ENSG00000286445.1,NCBITaxon:9606,gene,985,lncRNA,ENSG00000286445
ENSG00000286446.1,Gene Expression,GRCh38,False,ENSG00000286446.1,NCBITaxon:9606,gene,974,lncRNA,ENSG00000286446
ENSG00000286447.1,Gene Expression,GRCh38,False,ENSG00000286447.1,NCBITaxon:9606,gene,2638,lncRNA,ENSG00000286447
ENSG00000286448.1,Gene Expression,GRCh38,False,ENSG00000286448.1,NCBITaxon:9606,gene,736,lncRNA,ENSG00000286448
ENSG00000286449.1,Gene Expression,GRCh38,False,ENSG00000286449.1,NCBITaxon:9606,gene,4086,lncRNA,ENSG00000286449
ENSG00000286450.1,Gene Expression,GRCh38,False,ENSG00000286450.1,NCBITaxon:9606,gene,1961,lncRNA,ENSG00000286450
ENSG00000286451.1,Gene Expression,GRCh38,False,ENSG00000286451.1,NCBITaxon:9606,gene,1262,lncRNA,ENSG00000286451
ENSG00000286452.1,Gene Expression,GRCh38,False,ENSG00000286452.1,NCBITaxon:9606,gene,1175,lncRNA,ENSG00000286452
ENSG00000286453.1,Gene Expression,GRCh38,False,ENSG00000286453.1,NCBITaxon:9606,gene,1608,lncRNA,ENSG00000286453
ENSG00000286454.1,Gene Expression,GRCh38,False,ENSG00000286454.1,NCBITaxon:9606,gene,2965,lncRNA,ENSG00000286454
ENSG00000286455.1,Gene Expression,GRCh38,False,ENSG00000286455.1,NCBITaxon:9606,gene,1126,lncRNA,ENSG00000286455
ENSG00000286456.3,Gene Expression,GRCh38,False,ENSG00000286456.3,NCBITaxon:9606,gene,636,lncRNA,ENSG00000286456
ENSG00000286457.1,Gene Expression,GRCh38,False,ENSG00000286457.1,NCBITaxon:9606,gene,1997,lncRNA,ENSG00000286457
ENSG00000286458.1,Gene Expression,GRCh38,False,ENSG00000286458.1,NCBITaxon:9606,gene,2368,lncRNA,ENSG00000286458
ENSG00000286459.1,Gene Expression,GRCh38,False,ENSG00000286459.1,NCBITaxon:9606,gene,1084,lncRNA,ENSG00000286459
ENSG00000286460.1,Gene Expression,GRCh38,False,ENSG00000286460.1,NCBITaxon:9606,gene,2520,lncRNA,ENSG00000286460
ENSG00000286461.1,Gene Expression,GRCh38,False,ENSG00000286461.1,NCBITaxon:9606,gene,1183,lncRNA,ENSG00000286461
ENSG00000286462.1,Gene Expression,GRCh38,False,ENSG00000286462.1,NCBITaxon:9606,gene,2664,lncRNA,ENSG00000286462
ENSG00000286463.1,Gene Expression,GRCh38,False,ENSG00000286463.1,NCBITaxon:9606,gene,817,lncRNA,ENSG00000286463
ENSG00000286464.1,Gene Expression,GRCh38,False,ENSG00000286464.1,NCBITaxon:9606,gene,697,lncRNA,ENSG00000286464
ENSG00000286465.1,Gene Expression,GRCh38,False,ENSG00000286465.1,NCBITaxon:9606,gene,748,lncRNA,ENSG00000286465
ENSG00000286466.1,Gene Expression,GRCh38,False,ENSG00000286466.1,NCBITaxon:9606,gene,2295,lncRNA,ENSG00000286466
ENSG00000286467.1,Gene Expression,GRCh38,False,ENSG00000286467.1,NCBITaxon:9606,gene,1460,lncRNA,ENSG00000286467
ENSG00000286468.1,Gene Expression,GRCh38,False,ENSG00000286468.1,NCBITaxon:9606,gene,2387,lncRNA,ENSG00000286468
ENSG00000286469.1,Gene Expression,GRCh38,False,ENSG00000286469.1,NCBITaxon:9606,gene,772,lncRNA,ENSG00000286469
ENSG00000286470.1,Gene Expression,GRCh38,False,ENSG00000286470.1,NCBITaxon:9606,gene,1837,lncRNA,ENSG00000286470
ENSG00000286471.1,Gene Expression,GRCh38,False,ENSG00000286471.1,NCBITaxon:9606,gene,2094,lncRNA,ENSG00000286471
ENSG00000286472.1,Gene Expression,GRCh38,False,ENSG00000286472.1,NCBITaxon:9606,gene,1670,lncRNA,ENSG00000286472
ENSG00000286473.1,Gene Expression,GRCh38,False,ENSG00000286473.1,NCBITaxon:9606,gene,3809,lncRNA,ENSG00000286473
ENSG00000286474.1,Gene Expression,GRCh38,False,ENSG00000286474.1,NCBITaxon:9606,gene,1560,lncRNA,ENSG00000286474
ENSG00000286475.1,Gene Expression,GRCh38,False,ENSG00000286475.1,NCBITaxon:9606,gene,1459,lncRNA,ENSG00000286475
ENSG00000286476.1,Gene Expression,GRCh38,False,ENSG00000286476.1,NCBITaxon:9606,gene,748,lncRNA,ENSG00000286476
ENSG00000286477.1,Gene Expression,GRCh38,False,ENSG00000286477.1,NCBITaxon:9606,gene,613,lncRNA,ENSG00000286477
ENSG00000286478.1,Gene Expression,GRCh38,False,ENSG00000286478.1,NCBITaxon:9606,gene,489,lncRNA,ENSG00000286478
ENSG00000286479.1,Gene Expression,GRCh38,False,ENSG00000286479.1,NCBITaxon:9606,gene,716,lncRNA,ENSG00000286479
ENSG00000286480.1,Gene Expression,GRCh38,False,ENSG00000286480.1,NCBITaxon:9606,gene,1171,lncRNA,ENSG00000286480
ENSG00000286481.2,Gene Expression,GRCh38,False,ENSG00000286481.2,NCBITaxon:9606,gene,2366,lncRNA,ENSG00000286481
ENSG00000286482.2,Gene Expression,GRCh38,False,ENSG00000286482.2,NCBITaxon:9606,gene,3981,lncRNA,ENSG00000286482
ENSG00000286483.1,Gene Expression,GRCh38,False,ENSG00000286483.1,NCBITaxon:9606,gene,707,lncRNA,ENSG00000286483
ENSG00000286484.1,Gene Expression,GRCh38,False,ENSG00000286484.1,NCBITaxon:9606,gene,1077,lncRNA,ENSG00000286484
ENSG00000286485.1,Gene Expression,GRCh38,False,ENSG00000286485.1,NCBITaxon:9606,gene,2118,lncRNA,ENSG00000286485
ENSG00000286486.1,Gene Expression,GRCh38,False,ENSG00000286486.1,NCBITaxon:9606,gene,2831,lncRNA,ENSG00000286486
ENSG00000286487.1,Gene Expression,GRCh38,False,ENSG00000286487.1,NCBITaxon:9606,gene,852,lncRNA,ENSG00000286487
ENSG00000286488.1,Gene Expression,GRCh38,False,ENSG00000286488.1,NCBITaxon:9606,gene,2221,lncRNA,ENSG00000286488
ENSG00000286489.1,Gene Expression,GRCh38,False,ENSG00000286489.1,NCBITaxon:9606,gene,903,lncRNA,ENSG00000286489
ENSG00000286490.1,Gene Expression,GRCh38,False,ENSG00000286490.1,NCBITaxon:9606,gene,922,lncRNA,ENSG00000286490
ENSG00000286491.3,Gene Expression,GRCh38,False,ENSG00000286491.3,NCBITaxon:9606,gene,417,lncRNA,ENSG00000286491
ENSG00000286492.1,Gene Expression,GRCh38,False,ENSG00000286492.1,NCBITaxon:9606,gene,247,lncRNA,ENSG00000286492
